cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,publish_year,abstract_words
rluya5ui,d07b71387f0f873bc780d8e6864f21e879bd6beb,Elsevier; Medline; PMC,"“Clinical Characteristics, Outcomes and Prognosticators in Adult Patients Hospitalized with COVID-19”",10.1016/j.ajic.2020.07.005,PMC7345482,32652252,no-cc,"BACKGROUND: COVID-19 is a novel disease caused by SARS-CoV-2. METHODS: We conducted a retrospective evaluation of patients admitted with COVID-19 to one site in March 2020. Patients were stratified into three groups: survivors who did not receive mechanical ventilation (MV), survivors who received MV and those who received MV and died during hospitalization. RESULTS: There were 140 hospitalizations; 22 deaths (mortality rate 15.7%), 83 (59%) survived and did not receive MV, 35 (25%) received MV and survived; 18 (12.9%) received MV and died. Thee mean age of each group was 57.8, 55.8 and 72.7 years respectively (p=.0001). Of those who received MV and died, 61% were male (p=.01). More than half the patients (n=90, 64%) were African American. First measured d-dimer >575.5 ng/mL, procalcitonin > 0.24 ng/mL, LDH > 445.6 units/L and BNP > 104.75 pg/mL had odds ratios of 10.5, 5, 4.5 and 2.9 respectively for MV (p < .05 for all). Peak BNP > 167.5 pg/mL had an odds ratio of 6.7 for inpatient mortality when mechanically ventilated (p= .02). CONCLUSIONS: Age and gender may impact outcomes in COVID-19. D-dimer, procalcitonin, LDH and BNP may serve as early indicators of disease trajectory.",2020-07-08,"Gavin, Warren; Campbell, Elliott; Zaidi, Adeel; Gavin, Neha; Dbeibo, Lana; Beeler, Cole; Kuebler, Kari; Abdel-Rahman, Ahmed; Luetkemeyer, Mark; Kara, Areeba",Am J Infect Control,NA,,,document_parses/pdf_json/d07b71387f0f873bc780d8e6864f21e879bd6beb.json,document_parses/pmc_json/PMC7345482.xml.json,https://api.elsevier.com/content/article/pii/S0196655320306891; https://www.sciencedirect.com/science/article/pii/S0196655320306891?v=s5; https://doi.org/10.1016/j.ajic.2020.07.005; https://www.ncbi.nlm.nih.gov/pubmed/32652252/,220409398,2020,194
jmbbgfsz,7d3889a1d0c798317ba5eabcd6bc0564901f9d0a,Elsevier; PMC; WHO,“COVID-19 and cervical artery dissection- A causative association?”,10.1016/j.jstrokecerebrovasdis.2020.105047,PMC7293449,,no-cc,"COVID-19 is a pandemic disease which predominantly affects the respiratory system, however it also causes multi-organ dysfunction in a subset of patients. There is a growing evidence that it increases the propensity of strokes in younger patients. Besides producing a prothrombotic state, arterial dissection could be one of its many manifestations, increasing the risks of stroke. Herein, we report the first case of spontaneous bilateral vertebral artery dissection in a patient with COVID-19. 39-year female presented with spontaneous bilateral vertebral artery dissections without any instigating traumatic events and no history of connective tissue disorders. Whether this patient's vertebral artery dissections were triggered by exaggerated inflammatory response or arteriopathy secondary to COVID-19 remains speculative. Nonetheless, arterial dissection could be one of it's complications. It is important for the physicians to be aware of different clinical manifestations of COVID-19 as we manage these patients with no historical experience, to provide adequate care.",2020-06-13,"Patel, Pratit; Khandelwal, Priyank; Gupta, Gaurav; Singla, Amit",J Stroke Cerebrovasc Dis,NA,#597796,,document_parses/pdf_json/7d3889a1d0c798317ba5eabcd6bc0564901f9d0a.json,document_parses/pmc_json/PMC7293449.xml.json,https://www.sciencedirect.com/science/article/pii/S1052305720304651?v=s5; https://doi.org/10.1016/j.jstrokecerebrovasdis.2020.105047; https://api.elsevier.com/content/article/pii/S1052305720304651,219619442,2020,150
nhbx9rv0,c8af93756ada698fb54c6d4978c734f4f66b2fee,Elsevier; Medline; PMC,“COVID-19 and Smoking: How and Why We Implemented a Tobacco Treatment Campaign”,10.1016/j.chest.2020.06.013,PMC7297684,32561438,els-covid,"Abstract Smoking is associated with one out of five deaths in the United States. Multi-modality tobacco treatment increases rates of successful cessation by at least 20%. The COVID-19 pandemic has put a halt to many inpatient and outpatient medical visits deemed non-essential, including tobacco treatment. The transition to telehealth has been wrought with challenges. While data on the association between COVID-19 and tobacco products is mixed, the overall health consequences of tobacco point towards increased risk of morbidity and mortality associated with the virus. This leaves smoking as one of the few readily modifiable risk factors in an environment understandably not set up to prioritize cessation. A military health facility on Fort Eustis in Virginia runs a successful tobacco treatment program and adapted it to pandemic times. This paper describes the process and lessons learned from this initiative. The model is applicable and scalable to government and civilian health centers as healthcare adapts to a new normal.",2020-06-17,"Lang, Adam Edward; Yakhkind, Aleksandra",Chest,NA,,,document_parses/pdf_json/c8af93756ada698fb54c6d4978c734f4f66b2fee.json,,https://www.sciencedirect.com/science/article/pii/S001236922031686X?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32561438/; https://doi.org/10.1016/j.chest.2020.06.013; https://api.elsevier.com/content/article/pii/S001236922031686X,219709460,2020,157
2cb992u1,f1508cc4e102910a45d7d4ca82a01bc0bd52dd78,Elsevier; Medline; PMC,“COVID-19: Results of a national survey of United Kingdom healthcare professionals’ perceptions of current management strategy – a cross-sectional questionnaire study”,10.1016/j.ijsu.2020.05.042,PMC7241367,32447002,no-cc,"OBJECTIVE: COVID-19 has caused a global healthcare crisis with increasing number of people getting infected and dying each day. Different countries have tried to control its spread by applying the basic principles of social distancing and testing. Healthcare professionals have been the frontline workers globally with different opinions regarding the preparation and management of this pandemic. We aim to get the opinion of Healthcare professionals in United Kingdom regarding their perceptions of preparedness in their workplace and general views of current pandemic management strategy. METHOD: A questionnaire survey, drafted using Google Forms, was distributed among Healthcare professionals working in the National Health Service (NHS) across the United Kingdom. The study was kept open for the first 2 weeks of April 2020. RESULTS: A total of 1007 responses were obtained with majority of the responses from England (n=850, 84.40 %). There were 670 (66.53%) responses from doctors and 204 (20.26%) from nurses. Most of the respondents (95.23%) had direct patient contact in day to day activity. Only one third of the respondents agreed that they felt supported at their trust and half of the respondents reported that adequate training was provided to the frontline staff. Two-thirds of the respondents were of the view that there was not enough Personal Protective Equipment available while 80% thought that this pandemic has improved their hand washing practice. Most of the respondents were in the favour of an earlier lockdown (90%) and testing all the NHS frontline staff (94%). CONCLUSION: Despite current efforts, it would seem this is not translating to a sense of security amongst the UK NHS workforce in terms of how they feel trained and protected. It is vital that Healthcare professionals have adequate support and protection at their workplace and that these aspects be actively monitored.",2020-05-21,"Iqbal, Muhammad Rafaih; Chaudhuri, Arindam",Int J Surg,NA,,,document_parses/pdf_json/f1508cc4e102910a45d7d4ca82a01bc0bd52dd78.json,document_parses/pmc_json/PMC7241367.xml.json,https://api.elsevier.com/content/article/pii/S1743919120304258; https://www.ncbi.nlm.nih.gov/pubmed/32447002/; https://doi.org/10.1016/j.ijsu.2020.05.042; https://www.sciencedirect.com/science/article/pii/S1743919120304258?v=s5,218763937,2020,295
wgvx9usr,9e611a0a44e630a2958fdd0b0603eaa4ca8a0023,Elsevier; Medline; PMC,“Estrategias para la práctica de la otorrinolaringología y cirugía de cabeza y cuello durante la fase de control de la COVID-19”,10.1016/j.otorri.2020.05.001,PMC7247476,32600649,els-covid,"ABSTRACT The appearance of a new coronavirus disease called COVID-19 at the end of 2019 and its pandemic expansion in the world has changed the usual practice of the specialty of Otorhinolaryngology (ENT). After a phase of exponential growth of infections, it has been possible to enter a phase of control of the spread of the disease in which the possibility of infection persists, and the appearance of new cases is considered acceptable by the health system. The aim of this document is to review the available evidence and propose strategies and recommendations for the medical-surgical practice of otorhinolaryngology and head and neck surgery, which allow establishing the usual activity, adapting the safety and efficacy standards to the current situation. Therefore, it is required to identify and classify patients according to criteria of infectious-immunological status, and to establish recommendations for protection in consultations, hospitalization and the operating room, which avoid the transmission of the disease to other users and healthcare personnel, in the specific context of the development of our specialty. This document is the result of the collaboration of all the scientific commissions and the SEORLCCC COVID-19 committee.",2020-05-25,"Maza-Solano, Juan Manuel; Plaza-Mayor, Guillermo; Jiménez-Luna, Antonio; Parente-Arias, Pablo; Amor-Dorado, Juan Carlos",Acta Otorrinolaringol Esp,NA,,,document_parses/pdf_json/9e611a0a44e630a2958fdd0b0603eaa4ca8a0023.json,,https://doi.org/10.1016/j.otorri.2020.05.001; https://www.sciencedirect.com/science/article/pii/S0001651920300893?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32600649/; https://api.elsevier.com/content/article/pii/S0001651920300893,218872195,2020,189
95zrth5d,022c679890eb8a7bd01ca1d195587fca65a8504e,Elsevier; Medline; PMC,“Hydroxychloroquine in patients with COVID-19: A Systematic Review and meta-analysis.”,10.1016/j.dsx.2020.05.017,PMC7215156,32417708,no-cc,"BACKGROUNDS AND AIMS: The role of hydroxychloroquine (HCQ) in the treatment of COVID-19 is not fully known. We studied the efficacy of HCQ compared to the control in COVID-19 subjects on a. viral clearance measured by reverse transcriptase polymerase chain reaction (RT-PCR) and, b. death due to all cause. METHODS: PubMed, Scopus, Cochrane and MedRxiv database were searched using the specific keywords up to April 30, 2020. Studies that met our objectives were assessed for the risk of bias applying various tools as indicated. Three studies each that reported the outcome of viral clearance by RT-PCR and death due to all cause, were meta-analyzed by applying inverse variance-weighted averages of logarithmic risk ratio (RR) using a random effects model. Heterogeneity and publication bias were assessed using the I(2) statistic and funnel plots, respectively. RESULTS: Meta-analysis of 3 studies (n = 210) on viral clearance assessed by RT-PCR showed no benefit (RR, 1.05; 95% CI, 0.79 to 1.38; p = 0.74), although with a moderate heterogeneity (I(2) = 61.7%, p = 0.07). While meta-analysis of 3 studies (n = 474) showed a significant increase in death with HCQ, compared to the control (RR, 2.17; 95% 1.32 to 3.57; p = 0.002), without any heterogeneity (I(2) = 0.0%, p = 0.43). CONCLUSIONS: No benefit on viral clearance but a significant increase in mortality was observed with HCQ compared to control in patients with COVID-19.",2020-05-12,"Singh, Awadhesh Kumar; Singh, Akriti; Singh, Ritu; Misra, Anoop",Diabetes Metab Syndr,NA,,,document_parses/pdf_json/022c679890eb8a7bd01ca1d195587fca65a8504e.json,document_parses/pmc_json/PMC7215156.xml.json,https://doi.org/10.1016/j.dsx.2020.05.017; https://api.elsevier.com/content/article/pii/S1871402120301363; https://www.ncbi.nlm.nih.gov/pubmed/32417708/; https://www.sciencedirect.com/science/article/pii/S1871402120301363?v=s5,218582886,2020,232
ujaqutrg,e15dd645617535388c087d2bace17317be013f3f,Elsevier; Medline; PMC,“Impact of the COVID-19 pandemic on Gastroenterology Divisions in Italy: a national survey”,10.1016/j.dld.2020.05.017,PMC7229963,32425733,no-cc,"BACKGROUND: In Italy, the spread of the COVID-19 pandemic has stressed the entire healthcare system and required a huge re-organization of many Divisions, including those of Gastroenterology. AIMS: to assess the impact of COVID-19 pandemic on Gastroenterology Divisions across Italy. METHODS: All members of the Italian Society of Gastroenterology (SIGE) were invited to answer a web-based survey. RESULTS: Data of 121 hospitals from all 20 Italian regions were analyzed. Overall, 10.7% Gastroenterology Divisions have been converted to Covid Units. Outpatients consultations, endoscopic and ultrasound procedures were limited to urgencies and oncology indications in 85.1%, 96.2% and 72.2% of Units, respectively, and 46.7% of them suspended the screening for colorectal cancer. Moreover, 72.2% of the staff received a training for use of personal protective equipment, although 45.5% did not have sufficient devices for adequate replacement. Overall, 132 healthcare workers in 41 Gastroenterology Divisions were found to be infected. CONCLUSION: This is the first study to evaluate, at a country level, the impact of COVID-19 outbreak on Gastroenterology Divisions. Substantial changes of practice and reduction of procedures have been recorded in the entire country. The long-term impact of such modifications is difficult to estimate but potentially very risky for many digestive diseases.",2020-05-16,"Maida, M.; Sferrazza, S.; Savarino, E.; Ricciardiello, L.; Repici, A.; Morisco, F.; Furnari, M.; Fuccio, L.; Morreale, G.C.; Vitello, A.; Burra, P.; Marchi, S.; Annibale, B.; Benedetti, A.; Alvaro, D.; Ianiro, G.",Dig Liver Dis,NA,,,document_parses/pdf_json/e15dd645617535388c087d2bace17317be013f3f.json,document_parses/pmc_json/PMC7229963.xml.json,https://doi.org/10.1016/j.dld.2020.05.017; https://www.ncbi.nlm.nih.gov/pubmed/32425733/; https://api.elsevier.com/content/article/pii/S1590865820302243; https://www.sciencedirect.com/science/article/pii/S1590865820302243?v=s5,218656967,2020,200
zlaqcem1,91ac3f9c915ea710dd31722c1018fa2a0be58d28,Elsevier; PMC; WHO,"“It's about how much we can do, and not how little we can get away with”: Coronavirus-related legislative changes for social care in the United Kingdom",10.1016/j.ijlp.2020.101601,PMC7306708,,no-cc,"The coronavirus pandemic, referred to here as Covid-19, has brought into sharp focus the increasing divergence of devolved legislation and its implementation in the United Kingdom. One such instance is the emergency health and social care legislation and guidance introduced by the United Kingdom Central Government and the devolved Governments of Wales, Scotland and Northern Ireland in response to this pandemic. We provide a summary, comparison and discussion of these proposed and actual changes with a particular focus on the impact on adult social care and safeguarding of the rights of citizens. To begin, a summary and comparison of the relevant changes, or potential changes, to mental health, mental capacity and adult social care law across the four jurisdictions is provided. Next, we critique the suggested and actual changes and in so doing consider the immediate and longer term implications for adult social care, including mental health and mental capacity, at the time of publication.several core themes emerged: concerns around process and scrutiny; concerns about possible changes to the workforce and last, the possible threat on the ability to safeguard human rights. It has been shown that, ordinarily, legislative provisions across the jurisdictions of the UK are different, save for Wales (which shares most of its mental health law provisions with England). Such divergence is also mirrored in the way in which the suggested emergency changes could be implemented. Aside from this, there is also a wider concern about a lack of parity of esteem between social care and health care, a concern which is common to all. What is interesting is that the introduction of CVA 2020 forced a comparison to be made between the four UK nations which also shines a spotlight on how citizens can anticipate receipt of services.",2020-06-22,"Vicary, Sarah; Stone, Kevin; McCusker, Pearse; Davidson, Gavin; Spencer-Lane, Tim",Int J Law Psychiatry,NA,#610675,,document_parses/pdf_json/91ac3f9c915ea710dd31722c1018fa2a0be58d28.json,document_parses/pmc_json/PMC7306708.xml.json,https://www.sciencedirect.com/science/article/pii/S0160252720300601?v=s5; https://api.elsevier.com/content/article/pii/S0160252720300601; https://doi.org/10.1016/j.ijlp.2020.101601,219958099,2020,292
e10y6okf,673f1e2ff61d7bc6a942271a3fee37525a5b6a46,Medline; PMC,“Monoclonal-Type” Plastic Antibodies for COVID-19 Treatment: What Is the Idea?,10.3390/jfb11020043,PMC7353480,32560382,cc-by,"In late December 2019, an outbreak due to a novel coronavirus, initially called 2019-nCoV, was reported in Wuhan, China [...].",2020-06-17,"Puoci, Francesco",J Funct Biomater,NA,,,document_parses/pdf_json/673f1e2ff61d7bc6a942271a3fee37525a5b6a46.json,document_parses/pmc_json/PMC7353480.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32560382/; https://doi.org/10.3390/jfb11020043,219948453,2020,20
so0hpph4,7819597570eb95e538ca2636f8548082fb2e4511,Elsevier; PMC; WHO,“Novel Use of Telepalliative Care in a NYC Emergency Department During the COVID-19 Pandemic”,10.1016/j.jemermed.2020.08.008,PMC7402363,,els-covid,"Abstract Coronavirus-2 (COVID-19) is a global pandemic. As of April 24th, mortality from COVID-19 has reached almost 200,000 people, with the United States (US) leading the globe in levels of morbidity and mortality. Large volumes of high acuity patients, particularly those of advanced age and with chronic co-morbidities, have significantly increased the need for palliative care resources beyond usual capacity. More specifically, COVID-19 has changed the way we approach patient and family member interactions. Concern for nosocomial spread of this infection has resulted in strict visitation restrictions that have left many patients to face this illness, make difficult decisions, and even die, alone in the hospital. In order to meet the needs of COVID patients, services such as Emergency Medicine and Palliative Care have responded rapidly by adopting novel ways of practicing medicine. We describe the use of telepalliative medicine (TM) implemented in an Emergency Department (ED) setting to allow family members the ability to interact with their loved ones during critical illness, and even during end of life. Use of this technology has helped facilitate goals of care discussions, in addition to providing contact and closure for both patients and their loved ones. We describe our rapid and ongoing implementation of TM consultation for our ED patients and discuss lessons learned and recommendations for others considering similar care models.",2020-08-04,"Flores, Stefan; Abrukin, Liliya; Jiang, Lynn; Titone, Lauren; Firew, Tsion; Lee, Jihae; Gavin, Nicholas; Romney, Marie-Laure; Nakagawa, Shunichi; Chang, Bernard P.",J Emerg Med,NA,#693334,,document_parses/pdf_json/7819597570eb95e538ca2636f8548082fb2e4511.json,,https://www.sciencedirect.com/science/article/pii/S0736467920308507?v=s5; https://doi.org/10.1016/j.jemermed.2020.08.008; https://api.elsevier.com/content/article/pii/S0736467920308507,220962814,2020,220
eb0kgaay,187e218760da40c6a7dd3d3229535a1fd5217228,Elsevier; Medline; PMC,“Optimization of Surgical Resident Safety and Education During the COVID-19 Pandemic - Lessons Learned“,10.1016/j.jsurg.2020.06.040,PMC7328568,32739443,no-cc,"The COVID-19 pandemic has engendered rapid and significant changes in clinical patient care. Within the realm of surgical training, the resultant reduction in clinical exposure and case volume jeopardizes the quality of surgical training. Thus, our general surgery residency program proceeded to develop a tailored approach to training that mitigates impact on resident surgical education and optimizes clinical exposure without compromising safety. Residents were engaged directly in planning efforts to craft a response to the pandemic. Following the elimination of elective cases, the in-house resident complement was effectively decreased to reduce unnecessary exposure, with a back-up pool to address unanticipated absences and needs. PPE availability and supply, the greatest concern to residents, has remained adequate, while being utilized according to current guidelines. Interested residents were given the opportunity to work in designated COVID ICUs on a volunteer basis. With the decrease in operative volume and clinical duties, we shifted our educational focus to an intensive didactic schedule using a teleconferencing platform and targeting areas of weakness on prior in-service exams. We also highlighted critical COVID-19 literature in a weekly journal club to better understand this novel disease and its effect on surgical practice. The long-term impact of the COVID-19 pandemic on resident education remains to be seen. Success may be achieved with commitment to constant needs assessment in the changing landscape of healthcare with the goal of producing a skilled surgical workforce for public service.",2020-07-01,"Adesoye, T.; Davis, C.H.; Del Calvo, H.; Shaikh, A.F.; Chegireddy, V.; Chan, E.Y.; Martinez, S.; Pei, K.Y.; Zheng, F.; Tariq, N.",J Surg Educ,NA,,,document_parses/pdf_json/187e218760da40c6a7dd3d3229535a1fd5217228.json,document_parses/pmc_json/PMC7328568.xml.json,https://api.elsevier.com/content/article/pii/S1931720420302336; https://doi.org/10.1016/j.jsurg.2020.06.040; https://www.sciencedirect.com/science/article/pii/S1931720420302336?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32739443/,220280553,2020,235
0croajal,2e51d20e285b234a77ba3c55df68e5fab0009866,Elsevier; Medline; PMC,“Quarantine during COVID-19 outbreak: changes in Diet and physical activity increase the risk of cardiovascular disease”,10.1016/j.numecd.2020.05.020,PMC7260516,32571612,els-covid,"Abstract Aims CoV-19/SARS-CoV-2 is a highly pathogenic virus that is causing a global pandemic with a high number of deaths and infected people. To contain the diffusion of infection, several Governments have enforced restrictions on outdoor activities or even collective quarantine on the population. The present commentary briefly analyzes the effects of quarantine on lifestyle, including nutrition and physical activity and the impact of new technologies in dealing with this situation. Data Synthesis Quarantine is associated with stress and depression leading to unhealthy diet and reduced physical activity. A diet poor in fruit and vegetables is frequent during isolation, with a consequent low intake of antioxidants and vitamins. However, vitamins have recently been identified as a principal weapon in the fight against the Cov-19 virus. Some reports suggest that Vitamin D could exert a protective effect on such infection. During quarantine, strategies to further increase home-based physical activity and to encourage adherence to a healthy diet should be implemented. The WHO has just released guidance for people in self-quarantine, those without any symptoms or diagnosis of acute respiratory illness, which provides practical advice on how to stay active and reduce sedentary behaviour while at home. Conclusions Quarantine carries some long-term effects on cardiovascular disease, mainly related to unhealthy lifestyle and anxiety. Following quarantine, a global action supporting healthy Diet and physical activity is mandatory to encourage people to return to a good lifestyle routine.",2020-05-30,"Mattioli, Anna Vittoria; Sciomer, Susanna; Cocchi, Camilla; Maffei, Silvia; Gallina, Sabina",Nutr Metab Cardiovasc Dis,NA,,,document_parses/pdf_json/2e51d20e285b234a77ba3c55df68e5fab0009866.json,,https://api.elsevier.com/content/article/pii/S0939475320302131; https://www.ncbi.nlm.nih.gov/pubmed/32571612/; https://doi.org/10.1016/j.numecd.2020.05.020; https://www.sciencedirect.com/science/article/pii/S0939475320302131?v=s5,218982014,2020,234
1sqgigqk,dfa2e03f46cb0edc91fa5bbae949cf82050d36cc,Elsevier; Medline; PMC,“Remote monitoring of intranasal ketamine self-administration as maintenance therapy in treatment-resistant depression (TRD): a novel strategy for vulnerable and at-risk populations to COVID-19?”,10.1016/j.jagp.2020.04.024,PMC7198393,32446640,els-covid,"Abstract This work describes a clinical case in which we used telemedicine to monitor at-home ketamine treatment in TRD. Ketamine has been shown to be a promising and safe treatment for TRD in elderly patients. However, the COVID-19 pandemic is clearly impacting the world and this disease is recognized as being particularly dangerous for the elderly and vulnerable patients. To limit the transmission of the disease, geriatric mental health specialists must be creative and ensure the safety of their patients by limiting human to human contact. This problem might be averted by massive deployment of outreach services and telemedicine strategies.",2020-05-05,"Longpré-Poirier, Christophe; Jodoin, Véronique Desbeaumes; Miron, Jean-Philippe; Lespérance, Paul",Am J Geriatr Psychiatry,NA,,,document_parses/pdf_json/dfa2e03f46cb0edc91fa5bbae949cf82050d36cc.json,document_parses/pmc_json/PMC7198393.xml.json,https://doi.org/10.1016/j.jagp.2020.04.024; https://api.elsevier.com/content/article/pii/S1064748120303250; https://www.sciencedirect.com/science/article/pii/S1064748120303250?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32446640/,218488463,2020,100
lnb3kv6s,e16c0ae38a4bf6031d2c6918022f68af1d6509ec,Medline; PMC,“Slit-Lamp Infection Protector Cover for COVID-19”,10.1097/ico.0000000000002456,PMC7351232,32541191,no-cc,Supplemental Digital Content is Available in the Text.,2020-06-11,"Trehan, H. S.; Sharma, Vijay K.",Cornea,NA,,,document_parses/pdf_json/e16c0ae38a4bf6031d2c6918022f68af1d6509ec.json,document_parses/pmc_json/PMC7351232.xml.json,https://doi.org/10.1097/ico.0000000000002456; https://www.ncbi.nlm.nih.gov/pubmed/32541191/,219701878,2020,8
s25do8cb,59c03af15c29cfab5c2422e9dcd4b3d049f04eac,Elsevier; Medline; PMC,“Staying Home” - Early Changes in Patterns of Neurotrauma in New York City during the COVID-19 Pandemic,10.1016/j.wneu.2020.07.155,PMC7383169,32730975,els-covid,"ABSTRACT Objective New York City is the epicenter of the novel coronavirus disease 2019 (COVID-19) pandemic in the United States. Traumatic brain injury accounts for a significant proportion of admissions to our trauma center. We sought to characterize the effect of the pandemic on neurotraumas, given the cancellation of non-essential activities during the crisis. Methods Retrospective and prospective review were performed from November 2019 to April 2020. General demographics, clinical status, mechanism of trauma, diagnosis, and treatment instituted were recorded. We dichotomized the data between pre-COVID-19 (before March 1st) and COVID-19 periods and compared the differences between the two groups. We present the timeline of events since the beginning of crisis in relation to the number of neurotraumas. Results A total of 150 patients composed our cohort with a mean age of 66.2 years (SD+/-: 18.9), and 66% male. More males sustained neurotrauma in the COVID-19 period compared with the pre-COVID-19 (60.4% vs 77.6%, p=0.03). The most common mechanism of trauma was mechanical fall, but it was observed less frequently compared to the pre-COVID-19 period (61.4% vs 40.8; p=0.03). Subdural hematoma, traumatic subarachnoid hemorrhage, and intracerebral contusion accounted for the most common pathologies in both periods. Non-operative management was selected for most patients (79.2 vs 87.8%, p= 0.201) in both periods. Conclusions A decrease in the frequency of neurotraumas was observed during the COVID-19 crisis concomitant with the increase in COVID-19 patients in the city. This trend began after the cancellation of non-essential activities and the implementation of social distancing recommendations.",2020-07-27,"Lara-Reyna, Jacques; Yaeger, Kurt A.; Rossitto, Christina P.; Camara, Divaldo; Wedderburn, Raymond; Ghatan, Saadi; Bederson, Joshua B.; Margetis, Konstantinos",World Neurosurg,NA,,,document_parses/pdf_json/59c03af15c29cfab5c2422e9dcd4b3d049f04eac.json,,https://www.sciencedirect.com/science/article/pii/S1878875020316764?v=s5; https://doi.org/10.1016/j.wneu.2020.07.155; https://api.elsevier.com/content/article/pii/S1878875020316764; https://www.ncbi.nlm.nih.gov/pubmed/32730975/,220772449,2020,251
eb6kogeu,9e6888fcd4902e5efed1c381e53b7be3d9437b41,Elsevier; Medline; PMC,“The COVID-19 outbreak”—An empirical phenomenological study on perceptions and psychosocial considerations surrounding the immediate incorporation of final-year Spanish nursing and medical students into the health system,10.1016/j.nedt.2020.104504,PMC7289744,32563039,no-cc,"The COVID-19 pandemic has caused an unprecedented health crisis worldwide, with the numbers of infections and deaths worldwide multiplying alarmingly in a matter of weeks. Accordingly, governments have been forced to take drastic actions such as the confinement of the population and the suspension of face-to-face teaching. In Spain, due to the collapse of the health system the government has been forced to take a series of important measures such as requesting the voluntary incorporation of final-year nursing and medical students into the health system. The objective of the present work is to study, using a phenomenological qualitative approach, the perceptions of students in this exceptional actual situation. A total of 62 interviews were carried out with final-year nursing and medicine students from Jaime I University (Spain), with 85% reporting having voluntarily joined the health system for ethical and moral reasons. Results from the inductive analysis of the descriptions highlighted two main categories and a total of five sub-categories. The main feelings collected regarding mood were negative, represented by uncertainty, nervousness, and fear. This study provides a description of the perceptions of final-year nursing and medical students with respect to their immediate incorporation into a health system aggravated by a global crisis.",2020-06-12,"Collado-Boira, Eladio J.; Ruiz-Palomino, Estefanía; Salas-Media, Pablo; Folch-Ayora, Ana; Muriach, Maria; Baliño, Pablo",Nurse Educ Today,NA,,,document_parses/pdf_json/9e6888fcd4902e5efed1c381e53b7be3d9437b41.json,document_parses/pmc_json/PMC7289744.xml.json,https://doi.org/10.1016/j.nedt.2020.104504; https://api.elsevier.com/content/article/pii/S0260691720308406; https://www.sciencedirect.com/science/article/pii/S0260691720308406?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32563039/,219585585,2020,202
hxbmlhjl,e5774b8f6e9546a696ec3484d7badfb32bc575f1,Elsevier; Medline; PMC,“The early effects Of COVID-19 on head and neck oncology and microvascular reconstruction practice: National survey of oral and maxillofacial surgeons enrolled in the head and neck special interest group”,10.1016/j.joms.2020.07.012,PMC7366104,32745533,no-cc,"PURPOSE The coronavirus disease-2019 (COVID-19) pandemic has affected healthcare systems across the nation. The purpose of this study is to gauge the early effects of the COVID-19 pandemic on head and neck oncology and reconstructive surgery (HNORS) practice and evaluate their practice patterns especially ones that might be impacted by COVID-19 and compare them to the current literature. METHODS This study is a cross-sectional study that surveyed fellowship-trained oral and maxillofacial surgeons in HNORS. This cohort of surgeons was contacted via a generated email list of surgeons enrolled in the American Association of Oral and Maxillofacial Surgeons pathology special interest group. An electronic survey contained 16 questions to assess the COVID-19 effect on HNORS practice and capture their practice patterns from mid-March to mid-April 2020. Statistical analysis was performed to analyze counts, percentages, and response rates. RESULTS We had a 60% response rate (39 of 64); 72% of our responders worked at academic institutions, 18% marked themselves as hybrid academic/private practice, and only 10% were considered hospital-based surgeons. Only 8% of the survey respondents were requested to pause head and neck cancer surgery, whereas 24% were requested to pause free flap surgery during the pandemic. Fifty-five percent agreed that the head and neck and reconstructive surgery should be conducted during a pandemic. Finally, 45% thought that two weeks was a reasonable delay for head and neck cancer cases, whereas 29% thought they should not be delayed for any amount of time. Regarding practice patterns, microvascular reconstruction was the favored method (100%). Respondents generally admitted patients to an ICU postoperatively (92%) and were kept on a ventilator (53%). CONCLUSION The COVID-19 pandemic had a small impact on the surgical treatment of patients with head and neck oncology. Most HNORS surgeons are practicing in accordance with recently published literature.",2020-07-17,"Zaid, Waleed; Schlieve, Thomas",J Oral Maxillofac Surg,NA,,,document_parses/pdf_json/e5774b8f6e9546a696ec3484d7badfb32bc575f1.json,document_parses/pmc_json/PMC7366104.xml.json,https://api.elsevier.com/content/article/pii/S0278239120307072; https://www.sciencedirect.com/science/article/pii/S0278239120307072?v=s5; https://doi.org/10.1016/j.joms.2020.07.012; https://www.ncbi.nlm.nih.gov/pubmed/32745533/,220548499,2020,297
